Id,name,slug,price,originalPrice,shortdescription,longdescription,primary_url,thumbnails,category_id,tags_id,brands_id
60,Asta Toner Cartridge 36A,asta-toner-cartridge-36a,1600,2000,"The Asta Toner Cartridge 36A (CB436A) is a high-quality, cost-effective replacement for HP's OEM toner, delivering approximately 2,000 pages of sharp black text. It's compatible with a wide range of HP LaserJet printers, making it ideal for small to medium-sized offices seeking reliable and affordable printing solutions.","The Asta 36A Toner Cartridge (CB436A) is a premium compatible toner designed to meet the performance standards of HP's original 36A cartridge. With a page yield of approximately 2,000 pages at 5% coverage, it ensures consistent, high-quality prints for everyday office tasks. This toner is compatible with a broad array of HP LaserJet printers, including:

HP LaserJet P Series: P1505, P1505n

HP LaserJet M Series: M1120, M1120n, M1522n, M1522nf

Engineered for easy installation and reliable performance, the Asta 36A toner cartridge offers a cost-effective solution without compromising on print quality. It's an excellent choice for businesses looking to reduce printing costs while maintaining professional print output.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963372/IMG-20250818-WA0023_yykclo.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963372/IMG-20250818-WA0023_1_obe9zw.jpg,2,1,8
61,Asta Toner Cartridge 78A,asta-toner-cartridge-78a,1600,2000,"The Asta Toner Cartridge 78A (CF278A) is a reliable, cost-effective replacement toner that delivers up to 2,300 pages of sharp black prints. Compatible with several HP LaserJet Pro models, it offers consistent quality for home and office printing needs.","The Asta 78A Toner Cartridge (CF278A) is a premium compatible toner designed as a cost-saving alternative to the original HP 78A cartridge. It provides approximately 2,300 pages at 5% coverage with clear, crisp text and sharp images. Compatible with various HP LaserJet Pro printers, including the M1536dnf, M1536dn, M176n, M177fw, and M1530 series, this cartridge ensures smooth installation and reliable printing performance. Built to meet strict quality standards, the Asta 78A delivers excellent print consistency and is ideal for both small businesses and home office environments looking to maintain print quality while reducing costs.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963372/IMG-20250818-WA0023_yykclo.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963372/IMG-20250818-WA0023_1_obe9zw.jpg,2,4,8
62,Asta Toner Cartridge 12A,asta-toner-cartridge-12a,1800,2000,"The Asta Toner Cartridge 12A (Q2612A) is a reliable and affordable compatible toner that produces approximately 2,000 pages of sharp black prints. It’s compatible with various HP LaserJet 1010, 1012, 1015, 1020, 1022 series printers, making it perfect for home and small office use.","The Asta 12A Toner Cartridge (Q2612A) is a high-quality compatible replacement for HP’s original 12A cartridge. Delivering about 2,000 pages at 5% coverage, it provides crisp, clear, and consistent black prints suitable for everyday office and home printing. This cartridge is compatible with a wide range of HP LaserJet models including 1010, 1012, 1015, 1020, 1022, 3015, 3020, 3030, 3050, 3052, 3055, and M1005 MFP. Designed for easy installation and reliable performance, the Asta 12A offers an economical printing solution without compromising print quality, making it ideal for users looking to reduce costs while maintaining professional results.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963360/IMG-20250703-WA0037_t8zuan.jpg,"https://res.cloudinary.com/djidjtrfg/image/upload/v1755963360/IMG-20250703-WA0037_t8zuan.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963360/IMG-20250703-WA0038_i04jjb.jpg",2,5,8
63,Asta Toner Cartridge 53A,asta-toner-cartridge-53a,1700,2000,"The Asta Toner Cartridge 53A (CE253A) is a dependable, cost-effective compatible toner delivering approximately 1,400 pages of sharp black text. It’s compatible with several HP LaserJet Pro printers, ideal for small offices and home use.","The Asta 53A Toner Cartridge (CE253A) is a high-quality compatible toner designed to replace the HP 53A OEM cartridge. Offering around 1,400 pages at 5% coverage, it produces consistent, crisp black prints suitable for everyday document printing. Compatible with various HP LaserJet Pro printers, including M203dn, M227fdw, M227fdn, M203dw, this cartridge ensures smooth installation and reliable performance. Engineered to meet strict quality standards, the Asta 53A is an excellent budget-friendly option for businesses and home users who want professional-quality prints while reducing printing costs.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184303/ASTA53A_ylnkfg.webp,"https://res.cloudinary.com/djidjtrfg/image/upload/v1756184274/ASTA53A2_gc5dww.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184274/53A_qz4pme.jpg\",2,6,8
64,Asta Toner Cartridge 49A,asta-toner-cartridge-49a,1700,2000,"The Asta Toner Cartridge 49A (CB249A) is a reliable, cost-effective compatible toner delivering approximately 2,300 pages of sharp black prints. Compatible with multiple HP LaserJet models, it is ideal for office environments seeking quality and affordability.","The Asta 49A Toner Cartridge (CB249A) is a high-quality compatible replacement for HP’s original 49A cartridge. With a page yield of approximately 2,300 pages at 5% coverage, it provides consistent and clear black text prints suitable for everyday office use. This toner is compatible with a range of HP LaserJet printers, including models like P2055, P2055d, P2055dn, P2055x. Designed for easy installation and dependable performance, the Asta 49A offers an economical solution for businesses looking to reduce printing costs without sacrificing print quality or reliability.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184274/Asta49a_yfnyd1.jpg,"https://res.cloudinary.com/djidjtrfg/image/upload/v1756184274/asta4953aa_b8idpq.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184274/Asta-49A-Toner-Cartridge_iea0fn.webp",2,6,8
65,Asta Toner Cartridge W1106A (106A),asta-toner-cartridge-w1106a-(106a),2500,,"The Asta Toner Cartridge 106A (W1106A) is a high-quality compatible toner that delivers approximately 1,000 pages of sharp black prints. It is compatible with popular HP LaserJet Pro models, making it ideal for home offices and small businesses.","The Asta 106A Toner Cartridge (W1106A) is a premium compatible replacement designed to match the performance of HP’s original 106A cartridge. Offering a yield of about 1,000 pages at 5% coverage, it produces crisp and clear black text suitable for daily printing needs. This toner cartridge is compatible with various HP LaserJet Pro models, including the MFP M130a, M130fn, M130fw, and M130nw. Engineered for easy installation and reliable, consistent output, the Asta 106A provides an economical printing solution without compromising on print quality, making it a smart choice for both home and small office environments.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963373/IMG-20250818-WA0024_uhecwx.jpg,"https://res.cloudinary.com/djidjtrfg/image/upload/v1755963359/IMG-20250703-WA0035_fxwgoh.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963345/IMG-20250703-WA0033_dzkq89.jpg",2,55,8
66,Asta Toner Cartridge 55A,asta-toner-cartridge-55a,4500,,"The Asta Toner Cartridge 55A (CE255A) is a reliable compatible toner that delivers approximately 1,500 pages of sharp, professional black prints. It is compatible with various HP LaserJet Pro models, perfect for small to medium-sized offices.","The Asta 55A Toner Cartridge (CE255A) is a high-quality compatible replacement for the HP 55A cartridge, providing around 1,500 pages at 5% coverage with consistent and crisp black printing. It is designed to work seamlessly with several HP LaserJet Pro printers, including M403, M427, and M426 series. This cartridge offers easy installation, reliable performance, and excellent print quality, making it a cost-effective choice for businesses looking to reduce printing expenses without sacrificing quality. Ideal for daily office use, the Asta 55A ensures clear text and sharp images for professional documents.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184276/Asta-55A-CE255A-Toner-Cartridge_ybrzxx.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184276/Asta-55A-CE255A-Toner-Cartridge_ybrzxx.jpg,2,5,8
67,Asta Toner Cartridge 51A,asta-toner-cartridge-51a,6500,,"The Asta Toner Cartridge 51A (CE251A) is a high-quality compatible toner delivering approximately 2,300 pages of crisp black prints. Compatible with various HP LaserJet Pro printers, it offers reliable performance for office and business printing needs.","The Asta 51A Toner Cartridge (CE251A) is a premium compatible replacement for HP’s original 51A cartridge. With a page yield of about 2,300 pages at 5% coverage, it produces sharp, consistent black text and graphics ideal for everyday office printing. Compatible with a range of HP LaserJet Pro models, including P3005, P3005d, P3005dn, P3005x, M3027, M3027x, M3027hn, and M3027h printer series, this cartridge ensures smooth installation and reliable output. The Asta 51A is designed to offer excellent print quality at a lower cost, making it a smart choice for businesses aiming to maintain professional standards while reducing expenses.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184275/151A51A_jjl3a1.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184275/131_admmer.jpg,2,,8
68,Asta Toner Cartridge 126A,asta-toner-cartridge-126a,2200,,"The Asta Toner Cartridge 126A CF350 series is a reliable compatible toner delivering approximately 2,300 pages of sharp black prints. Compatible with several HP LaserJet Pro models, it ensures consistent, high-quality printing for office and professional use.","The Asta Toner Cartridge 126A CF350 series (CE310, CE311, CE312, CE313) is a premium compatible replacement designed to meet the high standards of HP’s original cartridges. Offering a page yield of about 2,300 pages at 5% coverage, it produces clear, crisp black text and graphics, ideal for daily business printing. This series is compatible with a variety of HP LaserJet Pro printers, including the M351, M351a, M351nw, M375, and M475 models. Engineered for easy installation and consistent, reliable output, the Asta 126A CF350 series toner cartridges provide an economical alternative for businesses seeking to reduce printing costs without sacrificing print quality or reliability.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184275/126A_uywsbv.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184275/216A-600x450_p6ttro.jpg,2,5,8
69,Asta Toner Cartridge 131A ,asta-toner-cartridge-131a-,2000,,"The Asta Toner Cartridge 131A series is a high-quality compatible toner delivering approximately 1,500 pages of sharp, professional black prints. Compatible with select HP LaserJet Pro models, it is ideal for small to medium office environments.","The Asta Toner Cartridge 131A series (CF210, CF211, CF212, CF213) is designed to provide consistent, crisp black prints with a yield of about 1,500 pages at 5% coverage. These cartridges are compatible with several HP LaserJet Pro printers, including models like M251, M276, and M251n. Engineered as cost-effective alternatives to the original HP cartridges, they ensure smooth installation and reliable performance without compromising print quality. The Asta 131A series offers a budget-friendly solution for businesses needing dependable toner for everyday printing tasks.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184275/131_admmer.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184275/131_admmer.jpg,2,,8
70,Asta Toner Cartridge 305A ,asta-toner-cartridge-305a-,3000,,"The Asta Toner Cartridge 305A series is a reliable compatible toner delivering approximately 6,900 pages of sharp black prints. Compatible with various HP Color LaserJet Pro models, it offers vibrant, consistent color printing for professional use.","The Asta Toner Cartridge 305A series (CE410, CE411, CE412, CE413) is a premium compatible toner designed to replace HP’s original 305A cartridges. With an impressive yield of around 6,900 pages at 5% coverage, these cartridges produce vibrant, high-quality color prints suitable for demanding office environments. They are compatible with a range of HP Color LaserJet Pro printers, including models like the CP3525, CP3525n, CP3525dn, CP3525x. Engineered for easy installation and reliable performance, the Asta 305A series ensures sharp text, vivid colors, and consistent output, making it an excellent cost-effective choice for businesses that require professional color printing.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184275/Asta-305_gzaqev.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184276/Asta-305_1_vt22nd.jpg,2,4,8
71,Asta Toner Cartridge 125A ,asta-toner-cartridge-125a-,3500,,"The Asta Toner Cartridge 125A series offers reliable, cost-effective compatible toner cartridges that deliver approximately 2,300 pages per color. Compatible with a variety of HP Color LaserJet printers, they provide vibrant and sharp color prints for professional use.","The Asta Toner Cartridge 125A series (CB540, CB541, CB542, CB543) is a set of premium compatible cartridges designed to replace HP’s original 125A toner cartridges for cyan, magenta, yellow, and black colors. Each cartridge yields approximately 2,300 pages at 5% coverage, ensuring consistent, vibrant, and high-quality color output. These cartridges are compatible with several HP Color LaserJet printer models, including the CP1215, CP1515n, CP1518ni, CP1525n, CP1525nw, and CM1312 MFP series. Engineered for easy installation and dependable performance, the Asta 125A series is an economical choice for businesses and professionals seeking vibrant, accurate color prints without sacrificing quality.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184276/125a_gn3y3v.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184276/125a_gn3y3v.jpg,2,4,8
72,Asta Toner Cartridge 205 ,asta-toner-cartridge-205-,3000,,"The Asta Toner Cartridge 205 series (CF530-CF533) delivers around 4,500 pages per color with vibrant, sharp color printing. Compatible with HP Color LaserJet Pro printers, it ensures consistent professional-quality output.","The Asta Toner Cartridge 205 series (CF530, CF531, CF532, CF533) offers premium compatible cartridges for cyan, magenta, yellow, and black toner. Each cartridge yields approximately 4,500 pages at 5% coverage and provides vivid, precise color output with sharp text. Compatible with HP Color LaserJet Pro models such as the CP5525, CP5525dn, CP5525xh, this series delivers reliable performance and excellent color consistency at a reduced cost, ideal for busy offices demanding professional color prints.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184275/Asta-205-600x800_bcaw9y.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184275/Asta-205-600x800_bcaw9y.jpg,2,,8
73,Asta Toner Cartridge 203 ,asta-toner-cartridge-203-,3000,,"The Asta Toner Cartridge 203 series (CF540-CF543) offers approximately 2,500 pages per color with consistent, vibrant color output. Compatible with select HP Color LaserJet printers, perfect for business and professional use.","The Asta Toner Cartridge 203 series (CF540, CF541, CF542, CF543) are high-quality compatible toner cartridges designed to replace HP original cartridges for cyan, magenta, yellow, and black. Each cartridge produces about 2,500 pages at 5% coverage with sharp colors and text. Compatible with HP Color LaserJet models including CP2025, CP2025dn, CM2320nf, these cartridges offer reliable print quality, easy installation, and a budget-friendly alternative for offices seeking vibrant, accurate color prints.",https://res.cloudinary.com/djidjtrfg/image/upload/v1756184276/203-Asta-600x800_zedjtk.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1756184276/203-Asta-600x800_zedjtk.jpg,2,3,8
74,Asta Toner Cartridge 17A,asta-toner-cartridge-17a,2000,,"The Asta Toner Cartridge 17A (CF217A) delivers approximately 1,600 pages of high-quality black prints. Compatible with select HP LaserJet Pro models, it’s suited for office and home use.","The Asta 17A Toner Cartridge (CF217A) is a compatible replacement designed for HP printers like the M102, M130 series. With a yield of about 1,600 pages at 5% coverage, it produces crisp and consistent black prints suitable for daily tasks. The cartridge offers easy installation, reliable performance, and is a cost-effective solution for maintaining professional print quality.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963362/IMG-20250818-WA0019_1_zhdmlf.jpg,"https://res.cloudinary.com/djidjtrfg/image/upload/v1755963362/IMG-20250818-WA0019_1_zhdmlf.jpg,",2,2,8
75,Asta Imaging Drum Unit 19A,asta-imaging-drum-unit-19a,2000,,"The Asta Imaging Drum Unit 19A (CF219A) supports up to 12,000 pages and is compatible with various HP LaserJet Pro models, ensuring sharp and consistent print quality.","The Asta Imaging Drum Unit 19A (CF219A) is a high-quality replacement drum compatible with HP LaserJet Pro printers such as M104, M130 series. Offering a yield of approximately 12,000 pages, it guarantees clear, precise prints and smooth operation. Designed for easy installation and durability, it helps maintain optimal printer performance and print quality.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963343/IMG-20250703-WA0029_xgwsdt.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963343/IMG-20250703-WA0028_ub2oth.jpg,2,1,8
76,Asta Toner Cartridge 30A,asta-toner-cartridge-30a,2000,,"The Asta Toner Cartridge 30A (CF230A) produces approximately 1,500 pages of crisp black prints. Compatible with HP LaserJet Pro models, it provides reliable and affordable printing.","The Asta 30A Toner Cartridge (CF230A) is a compatible toner designed for HP printers like the M203, M227 series. With a page yield of about 1,500 pages at 5% coverage, it ensures sharp, consistent text and images. This cartridge offers easy installation and dependable performance, making it a cost-effective choice for everyday office printing.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963360/IMG-20250703-WA0036_naboa4.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963359/IMG-20250703-WA0034_twit8i.jpg,2,2,8
77,Asta Imaging Drum Unit 32A,asta-imaging-drum-unit-32a,2000,,"The Asta Imaging Drum Unit 32A (CF232A) supports up to 12,000 pages and works with HP LaserJet Pro printers, delivering consistent, high-quality prints.","The Asta Imaging Drum Unit 32A (CF232A) is a premium replacement drum compatible with HP LaserJet Pro models such as M203, M227 series. Offering a yield of approximately 12,000 pages, it provides reliable, clear prints and maintains printer efficiency. Designed for easy installation and long life, this drum unit is ideal for users looking to sustain print quality while lowering maintenance costs.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963361/IMG-20250818-WA0014_1_orzijh.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963361/IMG-20250818-WA0014_1_orzijh.jpg,2,3,8
78,Asta Toner Cartridge 26A,asta-toner-cartridge-26a,2000,,"The Asta Toner Cartridge 26A (CF226A) delivers about 1,200 pages of sharp black prints. Compatible with select HP LaserJet Pro models, it’s ideal for professional printing needs.","The Asta 26A Toner Cartridge (CF226A) is a compatible replacement for HP cartridges used in printers such as M402, M426. With a page yield of approximately 1,200 pages at 5% coverage, it produces crisp, clear black text and images. Designed for easy installation and consistent performance, the Asta 26A offers a budget-friendly option for businesses seeking quality prints.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963362/IMG-20250818-WA0015_mjwndv.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963362/IMG-20250818-WA0015_mjwndv.jpg,2,5,8
79,Asta Toner Cartridge CF410,asta-toner-cartridge-cf410,3500,,"The Asta Toner Cartridge CF410 – CF413 series includes high-quality compatible cartridges that produce sharp, vibrant prints. Compatible with various HP Color LaserJet models, they ensure professional results.","The Asta Toner Cartridge CF410 – CF413 series offers compatible replacements for HP original cartridges, providing vivid color and sharp black prints. Compatible with HP Color LaserJet printers like the CP4005 series, these cartridges deliver consistent, high-quality output suitable for professional office environments. They offer reliable performance and easy installation at an economical price point.
",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963343/IMG-20250703-WA0028_ub2oth.jpg,"https://res.cloudinary.com/djidjtrfg/image/upload/v1755963344/IMG-20250703-WA0022_fkua3k.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963343/IMG-20250703-WA0027_zpcghw.jpg",2,6,8
80,Asta Toner Cartridge 80A,asta-toner-cartridge-80a,1800,2000,"The Asta Toner Cartridge 80A (CF280A) delivers approximately 2,700 pages of sharp black prints. Compatible with several HP LaserJet Pro models, it ensures reliable and professional-quality printing.","The Asta 80A Toner Cartridge (CF280A) is a premium compatible toner cartridge designed for use in HP LaserJet Pro printers such as the M403, M427 series. With a page yield of about 2,700 pages at 5% coverage, it produces crisp black text and sharp images for professional documents. This cartridge offers easy installation and consistent, reliable output, making it a cost-effective choice for businesses looking to maintain high print standards while reducing costs.",https://res.cloudinary.com/djidjtrfg/image/upload/v1755963373/IMG-20250818-WA0021_zq0eo0.jpg,"https://res.cloudinary.com/djidjtrfg/image/upload/v1755963346/IMG-20250703-WA0025_sewozt.jpg,https://res.cloudinary.com/djidjtrfg/image/upload/v1755963344/IMG-20250703-WA0023_vzl0x3.jpg",2,6,8